mileage,price,location,transmission,enginePower,color,model,engineCapacity,fuelType,vehicle_age,damage_score,power_to_capacity_ratio,age_to_mileage_ratio
1.215930454728081,12.834683971615659,0.7917458868755111,0.4132760641775114,-1.8536347792767491,-0.9901186427570023,-2.240600691435656,0.0,0.5182585640315481,1.1867826753906632,0.13392965769255008,-1.8536347792767487,-0.0715289033199058
1.3161752630662615,12.744029856388185,-0.7667995263972677,0.4132760641775114,-1.7468168290827772,2.2244738016878,-2.0848740352103734,0.0,0.5182585640315481,1.3077286805260175,0.541901541654102,-1.7468168290827772,-0.06266873052498285
0.44404543052409035,12.983103608918753,1.2787913285232544,-1.3724847069598836,-1.7468168290827772,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.6705666959320802,1.401580058501509,-1.7468168290827772,0.46526719726538535
1.7672769005880742,12.206077645517674,-1.2388589544558497,0.4132760641775114,0.12249729931172966,-0.31336233866335983,-2.396327347660938,0.0,0.5182585640315481,2.3962427267442052,-0.7305687385092628,0.12249729931172934,0.12599409570299797
1.556762803077895,12.721888795877375,-0.13738695565249168,0.4132760641775114,-1.8536347792767491,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.3077286805260175,-0.7305687385092628,-1.8536347792767487,-0.13110598645799665
0.7748532980400863,12.75130259456002,0.5744486898326717,0.4132760641775114,-1.7468168290827772,-0.9901186427570023,-2.0848740352103734,0.0,0.5182585640315481,1.4286746856613717,0.511675491613735,-1.7468168290827772,0.18367102396904567
1.3161752630662615,12.89295272879663,0.23726338407654168,-1.3724847069598836,-1.7468168290827772,-0.8209295667335917,-2.0848740352103734,0.0,0.5182585640315481,1.6705666959320802,-0.7305687385092628,-1.7468168290827772,0.05504369186608059
1.7672769005880742,12.888666838675961,0.8367039276429951,0.4132760641775114,-1.7468168290827772,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.6705666959320802,2.671713838627945,-1.7468168290827772,-0.08040584773585645
2.0178889214335256,12.959846800844963,0.019966187033702336,-1.3724847069598836,-1.7468168290827772,-0.9901186427570023,-2.0848740352103734,0.0,0.5182585640315481,1.1867826753906632,-0.17039208815351733,-1.7468168290827772,-0.2709287367488331
0.6144616046989974,13.017005083966255,0.049938214212025,-1.3724847069598836,-1.7468168290827772,-0.14417326263994917,-2.0848740352103734,0.0,-2.0245988763101606,1.4286746856613717,-0.5079852590779755,-1.7468168290827772,0.26221641268367574
1.396371109736806,12.75130259456002,-0.7368274992189451,0.4132760641775114,-1.7468168290827772,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.4286746856613717,-0.7305687385092628,-1.7468168290827772,-0.04831348120221662
0.9151960297135391,12.861001210669146,0.634392744189317,-1.3724847069598836,-1.7468168290827772,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.4286746856613717,-0.7305687385092628,-1.7468168290827772,0.12230741273715554
-0.4882312870209892,13.42246945133505,1.2338332877557703,0.4132760641775114,-1.8536347792767491,1.5477174975941572,-2.1627373633230147,0.0,-2.0245988763101606,-0.022677375962878915,1.4898970576300719,-1.8536347792767487,0.21198854360542993
1.0655632422208101,13.076321533141567,-0.7817855399864291,-1.3724847069598836,-1.7468168290827772,-0.9901186427570023,-2.0848740352103734,0.0,-2.0245988763101606,1.5496206907967258,-0.7305687385092628,-1.7468168290827772,0.10558657454125972
1.546738322244077,12.727841176689147,1.2787913285232544,-1.3724847069598836,-1.7468168290827772,-0.31336233866335983,-2.0848740352103734,0.0,0.5182585640315481,1.5496206907967258,0.4555249876125884,-1.7468168290827772,-0.05523285047384219
-0.28774167034462805,13.321215875492413,-0.7967715535755904,-1.3724847069598836,-1.212727078112918,1.5477174975941572,-2.1627373633230147,0.0,0.5182585640315481,-0.26456938623358733,0.9779377072475894,-1.2127270781129176,-0.10190914744750454
1.717154496418984,12.128116509451258,1.3462283896744804,-1.3724847069598836,-1.7468168290827772,1.5477174975941572,-2.318464019548297,0.0,0.5182585640315481,1.7915127010674343,-0.7305687385092628,-1.7468168290827772,-0.03215034389162408
