mileage,enginePower,damage_score,vehicle_age,location,color,transmission,model
-1.3904345620646146,3.1668088798399268,-0.7305687385092628,-1.3530834324517753,0.971578049945447,-0.14417326263994917,0.4132760641775114,-1.3062407540839618
0.714706413037178,0.12249729931172966,2.2785812005508292,1.3077286805260175,-0.48206526820320234,0.36339396543028274,-1.3724847069598836,-0.21615416050698552
-0.13737445783735713,-1.7468168290827772,-0.7305687385092628,1.5496206907967258,-1.2838169952233338,-0.14417326263994917,-1.3724847069598836,-2.0848740352103734
-0.28774167034462805,-0.678637327143059,0.6484491749189756,0.7029986548492464,1.3612144032636417,-0.31336233866335983,0.4132760641775114,0.951795761182632
0.8450246638768127,0.12249729931172966,0.5852169254077544,-0.5064613965042958,0.7318018325188657,1.5477174975941572,0.4132760641775114,1.1075224174079144
0.9753429147164475,0.12249729931172966,1.9547049499046327,1.4286746856613717,1.286284335317835,-0.14417326263994917,-1.3724847069598836,-0.21615416050698552
1.1156856463899003,-1.7468168290827772,2.4294894257846713,2.5171887318795596,-0.010005840144620333,0.5325830414536934,-1.3724847069598836,-1.7734207227598089
-0.057178611166812665,0.12249729931172966,1.2412797174937258,0.2192146343078295,-0.11490793526874968,1.5477174975941572,0.4132760641775114,0.7960691049573496
1.566787283911713,-0.14454757617319988,-0.7305687385092628,1.5496206907967258,0.5519696694489297,1.8860956496409786,-1.3724847069598836,-0.21615416050698552
0.5743636813637251,0.12249729931172966,-0.7305687385092628,-0.022677375962878915,1.6534416682522877,-0.9901186427570023,-1.3724847069598836,1.1075224174079144
1.0154408380517197,-1.7468168290827772,0.4555249876125884,1.3077286805260175,0.7318018325188657,-0.31336233866335983,-1.3724847069598836,-2.0848740352103734
-0.6085250570268059,3.487262730421842,0.11326495740554508,-1.1111914221810668,1.1888752469882864,-0.48255141468677043,0.4132760641775114,-1.3062407540839618
0.9151960297135391,-0.5184104018521013,-0.7305687385092628,1.7915127010674343,-1.2388589544558497,-0.31336233866335983,0.4132760641775114,-0.6054708010701914
0.5442902388622709,-0.678637327143059,0.318057236843772,0.7029986548492464,0.949099029561705,-0.14417326263994917,0.4132760641775114,-0.6054708010701914
-0.5183047295224434,0.12249729931172966,-0.7305687385092628,-0.14362338109823314,-0.6618974312731384,-0.9901186427570023,-1.3724847069598836,0.7182057768447084
0.40394750718881806,0.12249729931172966,-0.3169245276826359,-0.8692994119103584,0.07991024139034766,1.5477174975941572,2.199036835314906,0.48461579250678494
0.734755374704814,-1.7468168290827772,-0.7305687385092628,2.2752967216088513,-0.010005840144620333,-0.9901186427570023,-1.3724847069598836,-1.85128405087245
-1.0496022137148007,0.12249729931172966,-0.7305687385092628,0.0982686291724753,-1.2463519612504304,-0.9901186427570023,0.4132760641775114,1.1075224174079144
-1.3603611195631604,0.12249729931172966,1.0718521419694806,-0.62740740163965,-0.512037295381525,-0.9901186427570023,0.4132760641775114,0.8739324330699908
